buuid,txn_vol,accepted_txn,failed_txn,capital_granted
1598129167786-d27aeb73-b4e6-445e-8ca0-557174f64082,368012.0,1094,210,1
1598971043330-6f30a527-d0e6-4caa-b167-290ec3c21527,831548.5,3006,389,1
1598939031357-76ac0941-8e4c-4b16-9612-857516fdb422,131852.0,518,68,1
1598939031357-76ac0941-8e4c-4b16-9612-857516fdb422,71080.0,298,20,1
1599220285666-ed1462d1-cc29-4db4-801a-567fd3452eeb,194246.59,1666,200,1
1599484619602-8ba25646-dcd8-4bb8-8d6d-a8785d96dbfe,27890.0,111,16,1
1599480443980-18c6f3d2-4421-47ec-ac02-253e109e33e9,280607.2,776,179,1
1587985140205-0e1bb700-f2ad-4006-8997-954676e28158,169778.0,552,96,1
1590497390577-1ffc32f3-b601-40c9-98d8-ef257e9087fd,22025.0,40,5,1
1590745038420-b08f57a5-f067-4070-8f6e-8d014b7600ed,368996.51999999996,537,69,1
1496953235477-4dca35cf-fed0-431a-be01-76d5009ee770,118745.0,192,19,1
1592411228866-1d6a8972-3b35-4886-8ca0-1d5d69033111,23312.9,137,19,1
1592470205199-d5d2dbae-e366-4ec9-a0c9-37c36dcef645,53572.0,152,19,1
1592465715634-d9c535c3-66fc-4f2f-aaf2-9441b281c06f,120830.54,920,557,1
1588607251803-fa030b03-01da-4206-a898-ceb20f67fe7f,432069.37,1891,227,1
1593098502195-61d01aed-3e5c-4dde-9574-22fbeac90841,190706.2,1312,178,1
1593422634451-d89bf4c3-abbd-4a9c-90f6-09472a42e4f5,12865.0,54,19,1
1593777879236-bb7d2220-19b3-4ca1-b2f1-0b36b8fd9596,76022.0,661,157,1
1554187985606-1ec76929-b081-4afe-b989-c695b9840dd4,185906.0,308,89,1
1594841960143-11e477cc-9d64-443d-94cc-aefeb0188e21,35150.15,203,30,1
1588156635457-a1e6f4c8-4106-446c-a991-be84d3736b09,48180.0,78,10,1
1595335906078-6c903a35-1844-452b-b41e-f0d6f83c227e,129060.0,106,18,1
1595600287220-419590fd-37cc-4225-99ee-576343e1ff42,37932.0,39,14,1
1595833673541-f89813a4-b24a-4364-8dd1-678b7a68f6ce,148694.0,585,49,1
1595862068016-cd43c2c0-3ac4-41aa-a31e-b653ee72cd18,63603.19,309,38,1
1595947668116-6fcf455a-52eb-41be-82b6-edcdc5bbd0c6,10693.0,208,32,1
1596269890347-0ad47ce9-1d19-482e-a228-ad73b8c2dc47,61900.0,25,0,1
1596223283552-0080b65e-6ca6-46a5-8937-2f8c11ac50ae,126054.0,223,114,1
1583402662470-ac67525d-fd0a-4999-96ac-e1e2ab3f6ba4,116387.5,499,257,1
1597058476007-7000007c-7d1e-47da-9b78-5bc23ae97c7e,79268.3,645,142,1
1598161007579-192f7c42-ffa1-4d2d-b189-e8c74380c7cf,140026.3,1262,539,1
1582703538185-2f7084b5-8f03-49e6-a7ad-2ceaa96f0a1a,23390.0,49,6,1
1599140825799-44d0843e-2833-44e8-aa01-e8b826bcc0a1,63490.0,985,132,1
1599080587351-e6a5403a-3934-4b0a-b08f-47e20aa92d44,37220.0,84,19,1
1598130766418-771f8c8b-d821-4e5e-b44c-964fd55e2e13,126409.7,1112,743,1
1600254560469-34ba2980-51bf-40fd-8afa-33036c5da57b,185088.7,362,49,1
1591146828456-39cda131-8c48-4ed1-8cf9-d53d36f299dc,31881.0,51,6,1
1591767955132-8c0923c1-14ad-4eb8-a101-108ff65dd6f7,23783.33,337,213,1
1592288774385-cad9392f-8933-4374-ba9f-8e5d01899299,39643.0,448,40,1
1592394509951-386a655d-063c-44ab-bd0c-decc3e872cf5,124527.5,2037,322,1
1592568955472-534550d1-8dd8-47c1-8de7-17cff6b9cd91,62838.22,215,29,1
1592571375599-03111a5a-51d2-4f5e-b519-e0409e44f5d4,72043.0,195,54,1
1593162492332-15873019-8eba-4c73-abe5-c6ca9fbcb938,52414.0,356,227,1
1593157874611-191e47ed-5bf2-47cd-bf4b-e5c7464def9f,98205.0,256,31,1
1593468414625-a8323037-65f1-4803-b924-13ae49eecc34,62662.40000000001,280,43,1
1593358801136-6ed7a350-bad2-4b31-a555-156a429279d8,26125.0,86,8,1
1543575727002-fe959afb-039e-4075-9f6c-68c0db5cefa5,101758.0,324,16,1
1595100712816-c06150b8-9f58-4a8c-9d9a-1dd46db8fc52,192178.0,1324,267,1
1593726507379-e40ad346-049f-4154-832f-807ac0f8fabb,57275.0,46,20,1
1595325115373-da67032a-245e-414e-915e-f2e189c01c4d,15643.55,29,2,1
1595323334723-91241c9b-42fc-40ab-8d17-098b61e0c4ed,43149.6,257,21,1
1596123027634-3150e4a7-d596-46b0-85bb-b340d3ba7445,59290.0,80,10,1
1577043625341-eeef7072-c5fc-403f-b1d2-3a6bdd04bcb8,41575.0,72,41,1
1597254189549-040286f2-7da6-47e3-a621-fda9b2b3480b,58526.36000000001,444,39,1
1597857836803-7cafc503-af52-46cd-b4ae-a44d542cd726,65852.5,89,25,1
1597673961668-b55b5303-2a3d-462f-a5c7-84a1e3d030d2,173032.0,70,4,1
1599046623805-6b2f4a68-c01e-470e-a6c7-3297351bb14d,17822.0,159,48,1
1599170956116-c2a7907a-b658-407b-b731-c02e5fc76082,26776.61,233,75,1
1528755821128-48fccfb4-f16a-4a12-9ec0-2df3355a3e55,72630.0,101,10,1
1599840367461-9d6cb343-0e15-4f3a-8083-652ee138decc,26625.0,80,15,1
1600253502836-a86f4ca2-f999-45c9-bd1b-327457703e45,26549.0,113,17,1
1600441075794-c77f89d4-eb6f-41d4-bc1a-ea2e2c53a1cb,18765.0,38,5,1
1600710369021-8f7e0745-e4e7-4146-84ec-afdec567ed8c,35970.0,253,56,1
1568310139590-c1de22f0-a887-470d-b131-005440510eed,38982.0,669,29,1
1601915458945-26db0a19-45cf-4416-a30c-44b7f253389d,32859.0,77,5,1
1593907662295-2bc458d5-4807-42cf-818d-00625c6a2434,91755.0,186,97,1
1594728570193-5614f5f0-738e-4db3-bcc5-3ed3b433c2b7,72762.65,141,108,1
1594392787781-17822896-339c-4d6a-8259-ba94e65ab20c,15650.0,28,21,1
1594795824313-7609f740-b205-45c6-bbea-85f35701869a,86690.0,252,34,1
1595666244330-d2a93c90-7e48-4f6a-a0ff-94cd9642fc27,45593.0,77,13,1
1596115576349-72cd64d2-6bf8-46b7-8b2c-14760de5c95f,24970.0,225,61,1
1596134983149-a9892490-0568-4549-96d1-5646fce7e800,43267.44,334,44,1
1595864601575-ad44b376-ed2e-4b3d-b7ec-37df73ef87ef,43923.5,100,39,1
1596994750709-be30157d-f6b8-490f-8981-0f4f45c421e1,41467.75,33,4,1
1598947999844-23f5aeaa-caa1-4b4b-ad14-d4d9dc752ee4,232630.0,423,72,1
1599339438090-de8cb82d-283c-494c-a5f3-e71b5a26d404,386589.67,1028,154,1
1599559157006-6f8e3ce3-9f0c-4cf1-a57d-bdc14d2f0f7c,13705.0,54,8,1
1599550662924-f7c0db31-b78c-4666-87e4-27503997f8ea,270134.0,2840,413,1
1599499869946-67c8acff-715a-46aa-a38e-e210eb4fc626,127051.0,707,211,1
1599725442492-75a35ff8-0ce5-494e-a7be-f1b8b62046d0,35638.0,152,68,1
1600063799348-0771d7d5-b94f-4ae5-aee0-901e1772de34,24056.0,96,16,1
1600172593452-598ce252-59b1-442a-b2f8-7beaa29ecc32,269365.0,341,69,1
1600332283416-4dbb3fdd-e5a7-488b-a7ea-0cd26acda5a3,108077.0,422,53,1
1599861545336-be685e43-f508-48d1-a8f5-04dea8968306,111958.0,803,463,1
1600603419404-a489f83e-a798-49e5-92a6-2e5f6e316845,21585.0,279,22,1
1593771041842-b917c7a3-98b1-4f51-a4ea-a0ab52455943,46270.5,49,29,1
1601296634983-180a890d-3874-41d8-a73a-770c8f2e7843,161534.6,424,61,1
1601638808316-e3659c73-2550-43d2-a3e1-3e2fb19d67e3,66249.5,131,12,1
1602018083106-c429e668-7144-4aa9-8ac8-eeab1bd3a789,24290.0,65,23,1
1601999431459-d538f242-26ec-4071-9d9d-fe1e844a9b86,131568.5,244,25,1
1602248200969-6e837cfe-03bb-4df3-b1c5-61c854bfad7f,163765.0,75,24,1
1603177181947-760777b2-7ac6-428a-8b4d-facb40e0037f,187970.0,1284,168,1
1603177181947-760777b2-7ac6-428a-8b4d-facb40e0037f,308400.0,2124,278,1
1603349361338-30023e5c-569b-4568-93a9-c548690a41d8,111090.0,273,30,1
1593077703028-568ebcec-de37-4e30-8916-bb4eb9bce88b,49071.0,62,12,1
1593964503770-5d3d7fdf-9efa-4ca1-8353-2d707af746a8,227690.0,93,25,1
1594113870822-cbd9d3b4-0b5b-4d1b-bebc-c132c31eb0d9,265071.95,240,67,1
1594810556354-8bc40199-62ce-4b22-9aef-30237d61f68f,254274.0,768,84,1
1595282121192-b716e908-9ff5-4e1c-a59b-fc495f57916f,182726.6,1568,211,1
1594415599082-e0c4ad40-c0ed-4faa-81f3-693e3ead5fb4,39435.0,195,28,1
1595411596942-39f80982-1d7d-4976-8723-770025ca6e33,10375.0,41,15,1
1596195133630-84decad7-90fc-4181-942b-b4f63abcd086,254013.65000000002,1139,135,1
1596446143848-8847f901-356f-4519-b024-2a1a14b64e86,14815.0,61,3,1
1596728734966-a4f4a5ee-7390-4ad1-b99e-ad364ee0f5b0,20832.0,74,19,1
1596902858109-9ee8489c-5cf2-48ad-83f2-49632f7e9b28,27428.0,69,8,1
1582987659583-55919c78-653c-4c69-81bb-86ebdf3eea2e,22907.0,227,27,1
1598260387230-b0c5f7f9-85f7-4626-985f-dd3cca86f197,56926.0,588,336,1
1599132734607-6829e100-d201-4a0a-8c23-780922851807,90965.0,276,65,1
1599292546189-53bff5c6-a5ef-4208-ac5c-963d68ea7808,68700.0,170,30,1
1599570983137-d649f200-659e-4b6b-8343-beefeaec60fa,21482.989999999998,74,31,1
1599646091219-fdad0cd7-1187-4a48-8dba-9a768f17576f,224770.0,1158,115,1
1578297868140-eebb0ee7-5439-42b9-a815-e5892ad1425a,279418.01,3312,918,1
1599894615127-dee109ee-f0ca-418d-9de6-6da9cced2c6d,40598.5,306,171,1
1601100602923-37a581ae-d5a8-4a22-95a9-801ddf2b6023,512894.16000000003,3920,1676,1
1601100602923-37a581ae-d5a8-4a22-95a9-801ddf2b6023,555162.3200000001,4288,1824,1
1548071906032-311d6c3d-6294-482b-b71e-9fbd486664f1,122320.65,600,169,1
1601990867008-9198aa40-a4ee-4332-895b-9391907211bb,334122.94,1876,173,1
1602099965580-757916cf-b231-496d-a2bd-a52bd5783eeb,64929.829999999994,401,114,1
1602236523303-6928151d-9c54-4d9b-bd24-be6eaef7044d,26973.0,77,21,1
1602485690923-97d236c2-ebdf-41fd-9b22-a38aea22bf76,19092.0,159,15,1
1601640303964-6597cd48-65bd-4534-8d4b-506b8f44dc77,34701.5,66,6,1
1602064621352-c518d1bc-8aec-44a0-a0ea-9fc4c730d8c3,295128.99,102,37,1
1574146583227-08eee752-59e7-406a-89d2-743e43ed52af,8750.0,70,7,1
1592898012457-ab9dde86-3156-4b5b-a886-ab67b3b994f9,180213.75,176,42,1
1593160659466-08e15310-ba80-4865-854c-3ba5960ff94b,62562.5,743,96,1
1583746725252-b6207b27-66d7-49cd-8abd-852f72be712c,25730.0,26,1,1
1594381016707-dddf3145-7645-4db0-8aff-cf95fd0bec2c,60603.07,444,51,1
1594391744271-1f08ba66-eb6d-4836-b011-6add4ff1cbd9,15110.0,44,28,1
1499534519396-a0c31668-4995-4ef0-b6b3-562fe2c84d67,278561.0,351,66,1
1595072897190-99f8cbc0-8ed4-4aca-aac4-ebdcaf56cbe7,37300.0,55,8,1
1595837005737-31c6db08-8d45-468d-83f0-598a7172aec9,79991.62999999999,36,11,1
1597314155968-89f559fc-50bb-4098-9220-f141ae04b4ac,40091.0,451,129,1
1556718420107-d4505298-37b0-4804-9f5e-c949164bf147,58522.5,226,47,1
1598187141139-65d9c755-7f8b-4711-8b6a-9cbc153d7794,42515.0,102,9,1
1598608655769-718eb275-6cc9-4599-a14b-b9bb274e47d7,88150.0,263,27,1
1486639693269-fcb46702-2a65-4f05-ba1d-e4b310075f94,356753.5,1317,258,1
1600517349041-4de41de4-e510-42c8-8e07-cebeef1a5efd,843883.65,1886,478,1
1600605404019-64b9b34d-c56b-40c3-b7f2-ec21cb045766,302867.0,135,30,1
1600705580861-e1614d10-3dbe-48f0-90ee-a759401a688e,31035.0,249,150,1
1600278371137-84fc3978-ebc2-4db2-8fe7-9215e345041e,197381.5,633,122,1
1601143966709-5caad4c0-07bb-49cc-aece-6bb214687b37,40204.0,209,43,1
1599921216659-cf280026-34a3-425d-becd-6740a11ab08e,14844.0,32,1,1
1602209959108-b2ca800e-716d-4bc9-b4ae-dc3714225437,45885.0,180,14,1
1520416524678-16a3d281-ccda-41d3-8f98-19ff36bc54ca,36413.22,218,48,1
1602526736878-bbecf014-f9ad-4eea-a4c2-dcccd326a8d0,38543.0,90,31,1
1602591874326-dc4a887a-6552-42f4-9baf-06f063b08bfc,8377.68,57,11,1
1603133688552-6384da6d-809f-46ce-87cc-90eb0518ed78,104935.0,537,152,1
1603192175196-d29e0d2e-ec01-42c9-a937-e4c08b15b8e4,12136.0,26,3,1
1600853660018-a09878f1-9e05-4f16-a9b9-aeb8cb2d5b98,81355.0,172,41,1
1603699788385-1f7365fc-0ad7-4e03-8a5c-3160d95e2eae,36579.21,311,188,1
1603979100992-1bdf7033-0c34-4628-a5b9-367bb7480eb9,114726.5,281,35,1
1604335822595-26bedcfc-e118-4b8d-ad14-213ebdaab2fb,52112.0,32,12,1
1604411215634-afd78c61-fac2-4a6a-bf90-f421a0253f2c,128040.04000000001,398,27,1
1597923599214-dfe8e11a-0c3b-4fb2-aabf-33c05e834e4c,61854.5,624,105,1
1598701889714-1057e1ce-a9bd-4ffc-bdb7-6da1747b6896,40631.86,247,44,1
1599049344521-6c95a062-c704-40fe-ad94-5dacdc4b1227,14080.0,69,43,1
1571661067401-2ee4fd92-a045-43d3-8c5c-a489fafaeae8,82480.0,228,38,1
1600169519359-86e97cee-d431-46a9-8d12-328376f80e6f,23777.5,125,14,1
1600109608030-bd41f5c9-1251-40d1-b51f-3ab4745e83fd,53200.0,129,31,1
1600281487982-c7c4910f-638f-4b36-ad54-f8a0d8f28bb5,281920.9,602,227,1
1600366146637-cc09218c-024f-47d8-b3ef-74847ddfeb6f,1195408.2,8158,905,1
1600687726192-b0f30e7b-5019-4572-8723-d1ba81d08997,44180.0,76,9,1
1600704281406-78ab0207-2160-4cb0-ae39-c14554429525,13446.0,21,9,1
1601025885108-5ecc6ce8-fd9c-4bd5-8838-bb65f6a2ad3d,19464.0,90,32,1
1601033151419-dccfb6b1-a340-4bdb-9a9c-ff0e3fab003d,55860.0,98,44,1
1601327432887-f3c249ed-81ab-4102-a9f6-bb532d8ab21f,149091.0,1052,396,1
1601379502602-a3921a8f-57cd-4784-997d-d693b0343d75,117082.0,220,21,1
1564388037836-d962fd90-ad0d-46b8-a8f2-6d9e26b35d20,13712.0,63,16,1
1601975091212-20954120-decc-41f2-84e2-0c48da0afebe,20840.0,55,22,1
1602616252104-d6411512-e307-42fc-9951-80a03c3537a9,567949.3,7329,1694,1
1602616252104-d6411512-e307-42fc-9951-80a03c3537a9,317620.8,3668,704,1
1548943308134-6e663c16-2bea-4ed3-9de9-737ac9159f54,31015.0,84,19,1
1603872050062-6b79daa1-a207-44bd-b5df-dec8e072d062,270305.88,2488,760,1
1603961301013-84ca0fa8-afc4-4281-8a4f-c0707a42559e,138129.15000000002,263,43,1
1603972931980-ce90350c-7c96-4266-b262-eeb96046b601,59868.55,623,100,1
1604350276359-57c472c8-470f-4246-bfcc-fcea14a644b8,62786.5,495,104,1
1604683544611-56d8456a-7121-4883-95e1-8fecf9668346,9913.0,67,35,1
1604460055215-665c5b67-b154-4162-813c-8767dada1422,38241.0,237,229,1
1604843986967-6453feb4-48e0-49e1-b235-a4e46754e184,123800.0,80,16,1
1604843986967-6453feb4-48e0-49e1-b235-a4e46754e184,123800.0,80,16,1
1605852298634-90fac61e-7686-4ecd-aca1-d7bb7b5374c8,56705.0,579,98,1
1605254799489-911b91be-177c-4027-aa03-4fff36a2b4bf,48434.0,138,18,1
1595395943853-5bb84bf0-415e-4494-ad2b-2c5b479e4c3c,264783.74,230,23,1
1594811276541-adccd34d-9b50-4b05-8ab5-10ab2e5c49a0,7624.0,70,43,1
1584436738478-d56e580d-8d1a-4048-a8b0-1eeff44f999f,10390.0,120,43,1
1598015018887-e34a35d6-f8a6-4a62-888f-20ba1ec92b2b,23378.510000000002,86,8,1
1598342121627-f9d45553-51f9-414e-8bf6-1a54c772bc0c,50080.0,90,19,1
1598528816226-8bdc12a6-578c-4b81-9f70-c45f222735f1,320216.08,1721,547,1
1598461134697-b07bd6f4-592e-49ed-869b-4c8284f8c239,11358.0,179,29,1
1599470401187-b2d81018-c14a-4f56-898b-f5168d2c5cda,71202.0,214,39,1
1596085748663-6abfe666-d371-4ccc-9d60-984e9137d0e1,120241.0,154,36,1
1599985948074-e34aa8d8-6f82-4881-8b1b-3b4de8e34157,154699.18,1325,446,1
1600439784651-1d916357-ed89-45df-91a8-49b2d0a9df79,46175.5,216,31,1
1600701694631-69bc4eea-4ba5-4d6f-8d8c-3273972ac942,151226.0,1195,425,1
1563262255688-0b2a1261-8478-420c-8064-c13dc6e697bb,23294.0,215,141,1
1600419406798-c43cffa6-68fa-4563-9d60-77becfd95383,122032.0,229,57,1
1601225987855-4b4a2703-0582-4907-9246-7be93322afa8,134428.6,1060,406,1
1602687472746-0340c408-1e1a-4d4f-8ecd-4cc8c5ecb6fe,73875.0,633,128,1
1603288796282-ec72e024-1a80-4585-a58b-99369e5d87ff,13800.5,175,41,1
1588934106217-c158bb9b-01d0-463f-8dea-ad7c39b4ef86,71937.0,376,103,1
1603489440471-968672ec-c7d2-43cf-bab2-d7a3ad95a322,152902.0,314,69,1
1603704350371-a52a74e2-b0bc-4b2d-980c-421361ee22ac,39329.0,76,15,1
1603703596542-f7d93d2c-55d1-4c0c-8718-591a42e4c3a0,12160.4,108,32,1
1604089429828-87c887b2-f9d0-4711-accf-d13afa9afabf,174336.55,379,48,1
1604069027900-21bce88e-3ec1-48ab-bba5-d82e666cd6c1,312848.1,1743,663,1
1574859361309-b965e9cb-6af9-4b52-8510-0a7383fa3881,44922.05,43,23,1
1604044975031-2ee48e26-c101-4555-9bf7-fb58582a3a95,30167.15,248,202,1
1579370725275-accbe3d1-aae6-43f6-a636-1f914420580e,86702.0,706,165,1
1604927399293-029b5df4-229e-4d32-b31a-86df681f0feb,81600.0,260,28,1
1604927399293-029b5df4-229e-4d32-b31a-86df681f0feb,81600.0,260,28,1
1605701854163-802c3ee8-d169-4387-a9ae-f0246e81bcf3,44920.0,52,74,1
1501101855685-67af0f89-bf25-4682-b248-6bb0e2b5d1c0,42305.0,373,74,1
1595851480381-ba2d1653-191d-4e20-8e02-ca5cbc5d0c40,50030.0,55,20,1
1596543697369-3ec95526-0184-417e-b512-2e42f4dde719,20676.0,25,7,1
1595332150281-f99acc93-630f-4edb-bea4-b820d917796c,289258.08999999997,6859,1382,1
1597823930125-b071b504-7223-4a57-a41c-61ae3d6e5928,94427.29000000001,478,72,1
1597932180616-a0ccece5-cd2b-430a-9cd4-91ff7e191d91,422713.4,983,194,1
1598380337291-820a2259-0974-412c-a375-339fcc55df67,16971.0,149,131,1
1598522601912-bfee48c3-049e-4bfe-9e41-d8b10c6da1ef,1803503.7000000002,12096,3992,1
1598559286921-ff0f4d56-21cc-4c73-b9c8-d3adf4d185c4,42270.0,232,21,1
1596660585492-2c6b88fe-e466-4427-8c95-091ad67731f8,112499.85,468,112,1
1599666833310-4ef19da3-5cc4-4beb-bce2-a7680e60bbe9,1319603.0,4549,698,1
1599724871419-c13e97ea-1c10-413e-81f8-c50dbdc4c7bb,27310.0,15,1,1
1581682674232-a8771036-58b6-4e38-984e-8f51c343fbfb,28869.0,231,85,1
1600610183613-a5f01c69-ff7d-446c-b095-bb58552423ef,13185.0,109,19,1
1600190703231-6c858ed8-6e3d-4c3a-ab4e-273238a9307e,17730.0,78,1,1
1561651301046-83336218-a38f-4c04-87c0-5dc8ed852ed3,115865.52,1038,471,1
1601109293374-d046f770-5422-41c1-a8a5-c71abb62009b,147498.0,302,32,1
1601483784749-c3235dc4-3f76-4f34-a68b-f5d6b92302ed,10730.0,28,7,1
1601712851462-bacf89a9-7b3d-4610-af2c-6da1f63de015,32484.489999999998,151,32,1
1602882667861-5dbd36ac-be12-4474-969f-0b4711443f44,47276.0,1224,197,1
1601376381188-fdb4e457-0773-4405-b6f8-1e76d5c47016,145456.4,620,90,1
1603802318885-ab738b2d-8d18-4c27-9085-cc13a8c22f36,26497.66,249,98,1
1604480727488-959b17e6-d4f9-44c8-8f72-cb243280888b,293710.15,1045,97,1
1604733139187-2e643f84-5a4c-4720-ac33-a3373b4e7bef,67939.0,45,19,1
1605166815002-fb4120cc-b7f9-450a-8b41-76017111472d,110791.0,1062,103,1
1605193572827-048916e5-969d-4d22-bcf7-65597944e221,35222.74,73,3,1
1603461095870-bbb78038-c901-4bd1-b182-1587bf36899f,52217.0,42,3,1
1606141322543-88d38521-12df-4486-84af-89d5b4cc2bdd,367908.0,710,110,1
1606141322543-88d38521-12df-4486-84af-89d5b4cc2bdd,367908.0,710,110,1
1596054391425-37547093-1bb0-4fa7-800e-be1f589c7eb3,30026.760000000002,17,0,1
1592324517652-9aa99f8b-7bb3-415f-8876-11291913d027,148198.0,523,285,1
1596560383520-c2d29d86-0018-4f98-bcfa-e1ba13ecb032,57875.0,85,9,1
1597310337348-d9a6f068-6e77-4f29-876a-a6e79567eb19,318559.0,850,105,1
1597315570203-7add98da-5b1c-4f9c-935b-f1eff159340f,635033.98,221,67,1
1597770257090-27ab25fc-5491-437f-8673-957d8855b325,122527.0,182,32,1
1599574319434-9fa6ce1b-2c2b-49e7-a912-4d6f8dda8590,21944.210000000003,165,35,1
1599569478270-117bd442-fccf-47af-9c77-89b8dfe3f985,30232.0,69,19,1
1599913256909-19c7d818-d9be-480b-a189-6cbf823c70fb,103083.0,219,15,1
1600101977832-a9dc419d-320c-4d95-957d-7f962dd5f690,72833.0,449,66,1
1600273456476-54565b06-f614-4f33-ae78-b93315427ca6,29500.0,78,27,1
1600337860560-fbe92e84-43c0-4341-ab43-708b1a60cf62,141940.59,25,14,1
1600426056921-45df2ae1-10f0-4305-af00-b839262361cb,255277.0,2609,850,1
1595396014905-96b9a8c6-9e3f-4339-9e91-02eec794d70a,35425.0,27,6,1
1601299694018-b30e8408-1fcd-438d-a468-822b0a99eae8,930145.0,5261,1819,1
1601270222743-4b9129e3-fbad-49a5-a536-aca523da26bc,47841.0,177,21,1
1601476542793-d745b91f-c76d-4e49-b37c-e8631ff8f249,57103.0,178,6,1
1601735927349-0911ba48-82a3-4fed-80a0-efff37978172,112119.88,123,51,1
1602262347367-e80b1ee6-8b6e-4304-a265-80040ad9d2b4,334636.14,1777,278,1
1588145636493-7f53adc5-0dfd-4a87-b23b-c9d315e10acf,81486.43,111,7,1
1602763094483-38b3d3c5-6925-4865-a421-455914e70487,732771.0,324,30,1
1542294638789-c3152258-d7ad-407d-a0fe-d0a72620480a,458815.5,2097,514,1
1603474629653-10c1efbd-5328-4aaf-b43c-68684fdb5ca6,473813.55,1760,162,1
1603101363736-7008a1fc-9c1d-4119-be2d-ed8d21629d82,651730.46,3079,897,1
1604080072040-789a32c0-c33a-4f4e-b52a-9581e4e74286,126803.86000000002,1098,30,1
1604766380544-8a898c6f-30e4-4998-bb90-23083af18339,485562.2,1887,451,1
1605179452909-795d8e51-2b71-43c2-af4e-fe83f8fc88e3,42687.0,440,56,1
1605087644271-b356d4e0-3a68-41d8-9657-f5d7b06294f1,100215.0,167,33,1
1605617729857-5455cea1-20c7-4269-9a1e-4f9bb94ed6b1,40701.4,84,16,1
1593777659252-2ee89f08-080e-416b-a682-952ea3fc1f73,57250.0,144,19,1
1593943346417-ee27f58b-2971-42fc-b943-1a87fd3f5ea9,62017.0,52,29,1
1594186669930-54fdfdda-9e58-48fa-b9de-67b2de0ec141,48957.8,221,22,1
1594382883187-5c6850ac-2c20-4223-9c1f-51a653143866,15050.0,42,6,1
1594561655760-689edad6-f3f0-4d6f-8bb9-bc31710385aa,18042.85,109,14,1
1519220852869-90ec9cd9-9d1d-4c47-af64-1bfa362e2af6,43888.0,221,15,1
1595862744816-1683ae0c-798e-47d4-bf53-0a239def9a12,42992.04,712,211,1
1596128542570-9307137e-11b6-4bcc-8482-65f1252ae6bd,85480.09999999999,677,51,1
1597394128891-5a088bed-b317-402f-92e7-491173e9dbfb,48170.0,128,28,1
1570715646210-460e8ad0-2a82-439b-8c12-925ec0332d41,173525.4,358,43,1
1541216063653-c71a7807-e897-4575-a1b3-8b5374a1762c,29746.469999999998,188,98,1
1599545875435-f164dd41-c13c-430c-a351-1717613b4209,34880.0,271,98,1
1599560937136-c2a2c73b-ff01-44c1-b060-54c85e35332a,129219.8,807,210,1
1600079377127-c265513d-0455-4de2-8886-75445c8925d4,30640.0,100,13,1
1528742410270-42a717f7-7706-40c6-83d5-6cbbe6e3c040,263848.0,1370,572,1
1600601366764-8777956b-e865-459d-a421-2a98d7c1aaa2,124637.5,387,61,1
1601026103525-240a2af9-a1e8-4418-a8fb-16d23cf42ad1,218864.0,13,2,1
1601460874179-547bacc7-5ebb-4efe-9785-b202d0cad3e5,420799.0,310,72,1
1601976019620-7103b4aa-7969-4134-b357-814c00daee3b,249697.30000000005,2294,346,1
1602177166526-fc67715a-977a-49de-9679-94817e3ada21,19324.0,74,14,1
1602700809126-a1a9a50e-1343-4682-9f2a-6fe1be2e04ae,279199.0,418,92,1
1545292538320-9c38a734-a8ef-4291-8331-8ced49ebe445,139997.0,918,339,1
1603391583001-17aa3427-c919-4d2c-a669-42e1ec3ac914,145628.0,296,55,1
1603991752800-9a348a92-edf2-4bb6-897b-b0c0c9b4d4e8,147083.0,434,48,1
1605030990192-72e53232-578e-4c35-a099-d2730461ef0a,26264.0,25,2,1
1602678247269-2eda29a6-65ff-459a-8e53-7d552d370523,114725.0,752,170,1
1605724523511-ba080b3c-231b-4ab8-8a5a-2a411bcc21e4,331946.9,996,108,1
1605274026399-cb87d6a0-33ac-4855-9193-9ae24bd336ab,68735.0,150,28,1
1606213789590-4c312a0b-9cf3-435e-8c24-b2f66b38e570,35324.0,151,22,1
1600680467664-10e178cf-32d4-4ae5-9e4d-06c9b1ec3f0c,26347.0,92,10,1
1601363568713-b171ac63-c660-4c37-9082-97c81ff5c4d9,39799.55,141,16,1
1601367687832-77fc24dd-a571-441c-afec-7a68922b5f0e,258829.52,954,63,1
1601452023228-0a34ee2b-8c63-4add-9e25-4e936cc76125,21473.0,53,2,1
1601464240520-2e775b2f-f774-412b-8926-665c29bdfbae,138810.0,77,9,1
1601541116852-67161dfe-b651-4a16-9507-6e2a3a8fa3c6,19430.0,108,16,1
1602068060283-0c919175-e4b1-433d-82e9-7cad1a780113,38575.0,259,11,1
1602313214477-c0071fcc-6635-4557-a78d-cf68ed26b2f7,14440.0,157,21,1
1581669839783-dd6eb860-eead-4e3e-8a19-159b25342443,509907.6,3018,942,1
1602772922608-b6ecdf97-d985-45ef-ab96-f5cded37205e,71303.0,200,66,1
1603058236081-f63e0026-c2f4-4211-8f74-b4ca9cd7b149,32745.0,204,103,1
1603709481744-c75623e4-e8a6-4f31-8b8d-a88bfcf4ae52,308340.0,2428,714,1
1603709481744-c75623e4-e8a6-4f31-8b8d-a88bfcf4ae52,293830.0,2348,692,1
1602162090688-91d66176-ba29-4103-88b7-cae770d45758,72351.0,185,28,1
1603644056960-a501d8c9-f7d8-432f-863d-cd024bef3a55,31615.489999999998,384,263,1
