buuid,txn_vol,accepted_txn,failed_txn,capital_granted
1552751897620-296e068f-feb3-422a-b96d-659f174dec49,456117.3,3808,2017,1
1556187956746-01e62c52-edef-4747-99cc-2c6c41e97b3b,28958.0,34,12,1
1556643978103-b0934123-8f41-49bf-b03f-0b14d7089ac3,202159.0,796,106,1
1557149392408-5198984b-74f7-4702-8939-8dd2c9e46b22,268923.9,574,130,1
1557946415644-3fd2a57b-921c-4858-a99e-1ff83adc47b8,138323.0,278,17,1
1559551514207-25db03b3-a537-46c0-a60d-9e48059a7666,115111.0,1206,91,1
1559551514207-25db03b3-a537-46c0-a60d-9e48059a7666,93394.0,832,104,1
1559827448718-4d484d87-8419-4005-a3cb-0c90d69edaef,16513.0,89,9,1
1547196667303-8de6d15c-4566-470e-8977-ca9be4262d05,61905.0,654,95,1
1557241224698-24a69949-cbd9-453e-9b5d-b8307bedc2fa,248143.36000000002,2355,1330,1
1561650644995-efa7b274-8e47-420c-b632-d6b1524629d3,75176.0,108,23,1
1561667314647-554d5d53-ea05-468f-8712-2531edcbcb69,44746.0,120,11,1
1562237711821-8379a41f-fd98-4be1-9084-75454070a2ff,81176.0,59,14,1
1500590098465-126e00e9-e597-432d-b0f7-726117ec648c,33500.0,109,20,1
1516359074967-71fc09d0-3b80-477e-9599-1734e0ecf148,25318.28,304,86,1
1562570104460-44da28bb-64eb-4f7d-8894-b5d89507b843,180334.13,1742,163,1
1563282336263-284eaea5-351d-4399-a6b0-4f6c911ecf34,109124.0,811,159,1
1563521139465-38610a92-6e23-4455-a22d-05051d3a5e8f,28410.0,81,17,1
1562393805760-65a8233d-1262-43f4-851c-892ba734a611,102158.0,673,82,1
1566202514254-1b157c19-b38d-460e-b6b3-ed864993edbd,361660.0,205,63,1
1566623493185-9006610c-8643-4c2a-ba2d-c02574d0b204,48599.75,101,32,1
1566834425613-2034bd39-8803-4c67-8dc1-235bbe5526ca,399860.0,146,29,1
1567010694334-4bcf54c0-09e4-4481-aca5-93447065715b,101006.0,69,47,1
1567627513537-5d40e1a4-44de-450f-9c50-523e67302344,13850.0,31,18,1
1567603808861-797d784d-1899-48b8-95d3-6d82870cb145,633344.31,18170,2770,1
1553538422854-046df3d4-900b-4866-a5a9-eb3c7ac604eb,15300.0,36,8,1
1553603397330-923e06af-9fe9-4853-9211-689f9fd45627,52228.87999999999,84,15,1
1553595152704-2dd8284c-a1d1-4c11-bcb1-d71a32b62fd3,28258.5,223,89,1
1554295811553-a21e067a-22b2-4a29-a03d-0650945f85a9,13224.0,29,12,1
1554348532001-9df71a01-3523-410a-aee3-8a12d76c757c,78467.0,95,22,1
1555312676261-b5198c11-2f82-47c8-b8e8-ae789eb55389,121666.0,147,54,1
1502361096482-9bc96aed-35f9-4a3d-aa0a-16c77853df7d,847899.61,215,68,1
1558455390244-9b4141c0-9f08-447b-b78e-722b269e1e87,46125.0,181,18,1
1557842061075-b5738586-4b71-4306-b22b-546b80b42e2b,17595.0,27,26,1
1558617649570-8c60bddb-7277-4fed-bbaf-980590edc302,190781.0,319,136,1
1558771436227-f2ab77b2-5241-4998-a0eb-57cd102db119,319813.2,850,246,1
1558983954307-014cf2e6-052a-4382-a096-965d66f89cd6,10748.02,96,57,1
1560849981885-d8297859-dec7-4697-911d-890e6bc3e963,389695.49,5782,532,1
1561059951926-113cfc60-420a-4775-9f93-7c54ab84e92a,233824.0,5138,848,1
1561059951926-113cfc60-420a-4775-9f93-7c54ab84e92a,429081.0,9174,1096,1
1562567714351-f2af69b9-6881-4301-b309-7bee71e26280,17925.0,16,4,1
1562587965098-81e68eb1-2461-410a-971a-f8d1da0b2c1f,26647.0,44,12,1
1562591966486-f498555b-8396-489c-8f24-95e49fe49a8a,69270.0,53,13,1
1553521818925-3a635c96-5d07-4790-ae9b-f83f13626adf,83826.0,2620,328,1
1562735006729-6ba887e1-4343-4851-8fa5-3cde3b4e0534,39545.0,112,21,1
1510152912516-8e5a7458-2d20-4930-a935-dcc221d6e487,58059.0,136,36,1
1565121558863-72b2c370-92d1-416d-9a28-cd009bcc74d0,101800.0,157,36,1
1564573777032-ec1f4743-af11-48ee-aa48-16ee3e724db2,45210.299999999996,312,56,1
1565262699721-cb3605d2-3081-4c6e-a54b-506eaf02ad4c,41779.0,217,45,1
1567666970554-c47d7128-4a58-4645-9f85-48b0f0ceab28,91020.0,42,6,1
1532008314048-9d580958-8614-4f4a-a8f4-23ee3e565b70,22885.0,46,15,1
1569057459371-eca8c809-2fab-4c47-9edd-394c04201b3a,90636.0,149,15,1
1569511322829-ff0f452c-7189-4dc0-aaf1-cdd3dc1d7e0d,150945.0,204,45,1
1551905332579-ec6d50d8-e7a4-42cc-979b-66d2e5b98393,29110.0,33,9,1
1527573887750-448abc3e-cc75-4b91-b598-f8cd1e63e7e8,215172.0,792,97,1
1543571730540-6bee6251-4c36-4ad2-b447-f183f16b8869,2180481.55,5129,941,1
1547072155388-6473e8ed-1a3f-45af-a8e1-97420b9aaf9f,75731.85,141,27,1
1549981524771-b746bb35-0202-4f18-a040-75f9469b433b,45597.0,119,6,1
1550595655244-9a7509ed-b624-4937-99e8-76e39c60116f,66786.0,215,15,1
1550838844147-507a1e1b-2e24-489c-bda2-da35b770d960,71315.0,973,99,1
1553192471810-40369f98-6533-4520-828c-7ca23266014e,67192.0,495,173,1
1554199519130-41691e0d-6912-4390-80ab-767eefaac334,44425.0,249,91,1
1520107453248-690979b0-5b32-4138-9d7d-b7907400766f,21120.0,85,16,1
1538231453255-edbc1185-15f1-4913-8213-95b838d26a94,26507.0,378,83,1
1561471162941-bdd26288-1ce3-4d09-9286-62137f06620e,30745.0,270,72,1
1547118709927-830df9be-e7a4-46e3-a27a-840974371ba4,268345.69,1339,273,1
1563872622898-f2ce11ae-46f3-4e12-96f7-050c2b7861ab,28079.5,364,97,1
1562086962690-cad2bac7-f5bb-43f5-8fc2-06078449fc16,95036.1,621,235,1
1534847708612-1bd63986-7de6-4f53-b7ee-09ad050a84a6,195958.7,2672,260,1
1564574901948-4b1e3f4c-78d9-4c95-aaf5-1b544a7f9f7c,80630.0,181,47,1
1565503074251-9464ef10-96ef-4497-8bd8-174c826bbc02,246005.49,740,98,1
1541775593154-ab68e367-d2c9-4e96-ab9e-f93dca2a01aa,132574.4,1242,341,1
1556802952350-5f5a9b37-64c6-4dde-aab6-8fbe42ca70bd,65876.5,345,47,1
1565036148855-7004cedd-1abb-4e73-b587-0ac2a13596ec,67346.65,131,84,1
1501767918775-2b10f3ac-4296-4345-9ede-185a409d9d48,208384.9,120,10,1
1568624378335-fe274865-7e96-410d-a482-e4abf39b0086,95952.0,32,16,1
1562674347890-8559476e-68da-4a3a-944f-88c3bbf02721,55729.55,93,27,1
1568878888021-bcca1e80-aa67-474f-88a6-07625ee48471,80890.0,122,25,1
1569252412097-059f4927-d648-4c14-a41c-34a9f00ecc40,78900.0,186,45,1
1569517287666-e966ddbf-d6eb-4833-8e16-ece766a2e61a,85829.0,771,296,1
1569594640046-b03f3e79-3918-43e9-868d-b4ab089974a6,149328.0,1199,418,1
1562058084292-9a7c5834-02a5-42fc-b0d3-0f57bc5cf8c7,116971.0,492,218,1
1570102548787-321fb8fd-a020-4ffc-8ce9-e34ee2a7bfc2,57771.09999999999,84,16,1
1529036730069-aa3f49f7-dc95-447d-86f7-465e82965568,177588.5,1089,542,1
1530801137197-ca9c7886-1dc4-46f8-8020-c61ccacd2721,37176.0,68,7,1
1537178027398-628f6e53-10f4-412a-abd5-6ce8d135e3af,509560.2,2786,830,1
1537178027398-628f6e53-10f4-412a-abd5-6ce8d135e3af,245843.1,1264,388,1
1537445618164-c9e0cd0c-5769-4404-a974-b7885c51065f,51710.0,583,51,1
1538489008661-c18e467e-eb15-4ef5-9614-ed6132cd5533,248789.86,64,5,1
1539774327604-664d4162-2ca8-476e-8de8-b1e94975099f,56049.5,317,81,1
1542957535531-811e1ea3-79c9-4374-a490-be9ea065dcee,210484.53,465,77,1
1546611644540-24d4b577-74e3-4e66-8b7c-4bbb55781600,12760.55,38,5,1
1546509084523-6d5858b3-d1f9-4324-957d-454828e54b41,47190.0,134,21,1
1547727565355-00f38055-a1e9-415c-808f-b50de1ba28fe,187446.25,2000,476,1
1549361640353-2b9257c0-4dd6-4924-bc65-c022f7465201,121919.48999999999,979,333,1
1550138047147-210d6ec8-e4b1-49a1-afad-a1cceba5ed2f,324644.5,737,102,1
1550470102541-c245f3a8-b703-45fa-918e-0eef611ef989,159483.77,432,133,1
1553751441463-c3ee5bf9-3128-411f-993b-dcb54aaa6a93,33325.0,280,142,1
1555402816006-491dc116-3e3f-4b2a-b89b-f939c9df5ba2,119716.5,348,140,1
1479305169257-03203513-3bdc-41e7-8ad5-4c393b23cbf1,157930.09999999998,983,111,1
1562860833288-26a6c48f-6758-4635-9c59-b36f5ea81714,118423.61,3530,1535,1
1555848435373-eac9181f-c7b8-4932-812d-aa426d09d1aa,19700.0,151,27,1
1567140161954-b873d810-3ce0-45bd-bb12-483d89cadad2,164873.0,186,28,1
1567764598048-363fcf4c-d689-4cc9-8266-e6d2fc14e148,36014.0,54,30,1
1567764598048-363fcf4c-d689-4cc9-8266-e6d2fc14e148,37828.0,60,28,1
1570637702066-d74b4c65-81fc-4a65-b91d-a16820ce303e,52940.0,96,14,1
1549466723613-605cd1bc-584f-4d91-9a12-c82421886160,128008.0,1071,330,1
1571132262473-4a8b916e-7e22-4224-9b25-c98b2a061f6b,77026.0,244,63,1
1571377860310-a023b920-7ffa-42d5-b0e8-5a0523967148,22805.0,328,41,1
1571846654082-2de8f8b2-ebbc-4b50-9754-404c4e2d8607,221761.63000000003,1680,231,1
1572200132246-d1c076bb-e2bb-453e-b3e4-073af63f7048,48198.43,315,64,1
1494958175209-4db2edc1-d86d-453e-af00-c68539f68f28,33794.0,213,51,1
1536780275509-3d26617a-1cea-4444-bf57-c76153ba0671,50745.0,397,132,1
1551698156744-ff52c890-0958-47ba-9ab9-2af4ad0a1817,12360.0,61,26,1
1551942252034-865ccf4d-561c-4d5c-8b05-1a4cd8cb7c3d,87547.0,161,26,1
1526242084161-2fe91fd4-85fe-483c-b0d1-07ecbd41843b,33980.0,19,9,1
1556121053257-a04dd481-7cef-4f56-9702-c96e0b45fa3d,29347.220000000005,95,42,1
1557908056325-beae59a2-7686-4c15-a095-e0745dd73fcf,8350.0,16,7,1
1558363267729-7b3e70d7-926e-455c-8fe6-44f7838d30f7,439774.50000000006,2056,200,1
1507458977341-e70063f5-a1d1-47c1-b315-994e1e8d1171,2477012.95,1001,148,1
1558703126280-bef1d8d8-cd6c-432f-bfc7-9e1fe5f32c9d,262110.0,2015,166,1
1559126519111-7836e9b7-a3db-492e-a551-cd8cfe55c75e,102560.0,95,19,1
1550658890053-8878ee95-f2e4-49af-8a5c-360e6a26188b,217947.78,860,86,1
1561393698452-b1ec0b22-3e32-4161-b2d2-931c42c9852a,57067.0,324,141,1
1543168767607-9c0b9cd3-dfc8-4d73-a9ae-00eddc574578,223358.64,260,40,1
1559822656222-63897ea8-2e92-437f-b24e-eceeed774289,100680.25,92,8,1
1561620326357-bb63490e-635f-4450-8e45-171bc830a2b3,304405.64,120,46,1
1561645814284-efb96b83-8f0b-4365-bdbf-555f85b6c3fa,206864.0,280,50,1
1561645814284-efb96b83-8f0b-4365-bdbf-555f85b6c3fa,345088.98,519,164,1
1555013935484-2a0e3e5d-8a51-450f-acd8-a4afb2f95cd2,29373.0,86,26,1
1566188036959-6ac85931-bac4-427e-9f1f-6aec12c0bb16,16762.0,46,16,1
1566978482092-11db4254-6f22-4992-b56a-65b9f3ac13d3,42645.149999999994,485,79,1
1567068694305-066e2282-ea6b-457d-ad9a-f48a8fc32854,117416.0,1160,392,1
1567429560770-6254cf8c-4d04-4774-bb4e-8ddb4c8923ab,94132.1,447,44,1
1566838373534-7f2e2956-3f5f-4469-ab35-1fc387971799,305150.0,153,54,1
1567624373585-d2d4f605-00be-4e70-97d0-6d15eacdc662,10860.0,41,3,1
1568447260248-2cb858d1-0a19-4bdf-b80f-cf7eec0ea8b0,10120.0,221,82,1
1570870577807-45df98b6-bbd9-48bd-bd31-6c822e1df005,167616.93,149,13,1
1501768390728-2c33543f-d05a-4b51-830a-e0314c63c132,77470.0,65,16,1
1571822977075-f9f236a3-1cc6-428e-b32c-6f278206ef37,45416.67999999999,751,170,1
1572527975197-0441e5e9-9a93-4a45-8a1a-309d732d00c3,336890.0,514,62,1
1554474923734-7ba6b899-2bbd-468a-b56c-6b83125358f7,66144.02,691,245,1
1556788226956-3e9f5f9c-b3a8-4af5-bf53-23a2c7c9521f,139082.5,757,74,1
1562580668271-3fb5341a-4f96-47c2-8a51-91636b2c5b29,51898.0,321,111,1
1562610075472-566fa14c-9226-4752-aadd-34fe457f54ad,43135.0,101,10,1
1563035219789-29293bd6-6a8c-4a06-8e93-8a1fabe4027f,28193.0,81,8,1
1562763605520-e2a135d2-0c9e-46f6-9dca-c401a7561226,58589.5,848,206,1
1563261717449-8570ea33-1301-448e-98ea-2c4c1ed5de69,572669.25,1902,176,1
1549464594512-786282d5-347c-4374-a745-0dabd80bd5ad,71174.0,701,42,1
1509900247381-9f4cf2fd-d2b1-41ca-a0ea-ec0de2bf3503,174020.0,199,9,1
1562706340143-9d8cd2e6-ba1f-415e-9430-c06ae86e6131,127334.18000000001,337,69,1
1566205268815-295fcef4-75e2-4fe5-9075-1da17e6cce60,278030.0,732,236,1
1565171206455-c7e7bb0e-21ab-4024-a36b-c0b323d922b2,62596.700000000004,68,9,1
1568137925560-baa6ce79-c997-48ca-8350-10fccbaf3b25,202433.59999999998,738,208,1
1568137925560-baa6ce79-c997-48ca-8350-10fccbaf3b25,217258.4,667,168,1
1566561385807-0cbe4488-c3a8-4aa6-aaa7-5d2cfa2ba938,17341.0,27,2,1
1568975737221-def69ade-9cdc-43f9-a125-6cc01ff555e2,195015.0,90,30,1
1569848400646-ad5568de-439f-476d-8fae-f5d0ceba842a,214164.0,1809,791,1
1568583197980-cc47d5af-023c-47d7-be76-6b4a503a5cc6,37338.32,304,94,1
1570447237788-d5e49853-a361-4879-9817-9e5f155b1da5,27230.0,81,28,1
1570086291262-c58b7a5b-4f05-4f5f-9bc0-30f96d6e9a75,21215.0,111,64,1
1571857089468-eb75f61b-5ea6-4e51-b7c2-561c41feb9ba,57743.0,305,24,1
1572762495561-6d856597-1d44-41fd-a9b1-a44030d1c361,29856.0,124,49,1
1572958529498-4f99a09e-2f13-4afb-b278-2d2cdf90086b,18775.6,13,2,1
1574158500531-6eb749af-bdb2-43ba-b837-53c5750dd078,262856.0,1024,207,1
1572715934839-8104b687-6fe3-46b4-92cf-d0b596ca05c8,90243.0,972,65,1
1574501239087-561f326b-fbec-4af1-9301-a84dcdc42ea6,37808.0,130,36,1
1574945861735-d0cd47bd-e696-432d-8cba-84fabd01c16f,11100.0,45,15,1
1574972646791-8ad21ef6-07e8-467c-9ab9-26c8af849724,9565.0,21,2,1
1575032670769-89bc6c84-d2cc-4d72-94bd-d010488e3ada,409984.23000000004,1121,468,1
1553029449179-e22b38ec-b310-4ead-a3d8-ccdbebc75d56,32275.0,79,13,1
1553240614355-eeff3d14-dd6b-4121-b499-6e13a03c8945,147744.57,1590,146,1
1525441906082-2c26a94e-d6f2-4080-aebb-ddcfd1d3cce1,319610.94999999995,3003,472,1
1553240453152-57268279-b346-415c-9f24-72d403ffc7e4,92130.0,40,25,1
1553113841029-ba0daed7-7374-452b-aeba-84e0fae6ff8a,477435.55,198,46,1
1556280263255-975d8e5f-a3f9-4133-8fae-d81808ea4120,408995.93000000005,1831,379,1
1556727659519-167f3485-902d-46f5-a2c5-f14c664b8b41,119763.0,380,74,1
1559151884110-d0c56926-5745-4691-bdc7-88dcf3d4b216,86549.44,685,118,1
1562086972262-853d30bf-52d0-46e0-b471-1b717a050a27,451914.99,121,23,1
1558036205219-890ad5fc-2f05-4f3c-9977-e6476c27b250,149114.0,812,100,1
1563341674068-07066f12-c12d-4359-8019-c9c905923688,158719.5,535,39,1
1564291442774-55711609-4294-444e-bdb7-8639b124aca0,22042.0,30,4,1
1565272190166-e15d7763-c16f-4841-9700-6958bda88955,36351.0,321,42,1
1568138958412-74ef9400-5a1e-48de-a799-ab02937f3162,43314.0,327,134,1
1528700087934-a9cb0fdd-4563-4b94-8c26-6f9227cf6d2c,80216.75,379,41,1
1570987903162-ed657f0d-c03d-4a2e-9791-60ca3de01901,142052.0,434,55,1
1570779214192-8eb4bce9-2606-4559-97f9-d33d909f2d94,29141.800000000003,339,203,1
1564813377727-7f98c38b-7ecc-457d-87fc-56b19862c35b,282100.06,1692,590,1
1572731293306-fdfd84e0-b51c-4379-9f98-e4787d4e8e50,17910.0,23,8,1
1573019089473-e13acd93-6a16-4284-9932-8c1a69fbd4e0,163194.59000000003,364,77,1
1573849097085-703f0bd8-dc52-4310-8ac5-917d9251b544,142411.0,442,331,1
1574244677739-3a4988b0-74d4-4f1d-a0db-81896133cc9f,113547.08,925,403,1
1574107640256-872e84c8-7246-495c-96f6-2904a3e284fe,37981.0,102,11,1
1573561555699-3bd6500b-7030-4203-8246-cfeca302d937,438950.53,515,105,1
1573561555699-3bd6500b-7030-4203-8246-cfeca302d937,326084.48,302,58,1
1574847696928-401ec3ab-02f6-43fc-9505-2bd6cc4c7aad,215132.08999999997,2651,704,1
1574871453449-b851f04e-a26d-4539-8fc0-d23a49e48062,201192.52000000002,3753,805,1
1534624374498-e00f305b-d72b-4a5f-ac36-5d642bce3ffd,206208.04,796,346,1
1571935345890-e920beab-3fab-4181-8e68-69a66e0cd66e,16803.0,251,22,1
1567258790660-26c342f8-6471-4ef8-98c0-23d5afdad9cd,35180.0,67,15,1
1567599543804-e9f9d892-169c-47ab-a858-fd97841f51fa,108438.08,832,131,1
1568886167234-be610132-bc19-4625-ba7b-93841529588d,941992.0,2602,605,1
1569427658424-c19c1094-fe61-45f8-99f2-f2816a05ab9c,55280.0,61,10,1
1569407981845-6eb454ab-9167-4916-9356-2610c3a268df,48120.0,213,48,1
1570021682673-5ad284cc-a9f5-4273-b6d2-7ff357c54733,10005.0,63,73,1
1570193679677-7d32194c-a683-4844-a554-6f5a1ce80647,231730.55,1012,404,1
1501128650560-e227b49d-ff38-4224-b906-fe13b020bbce,54376.0,42,5,1
1493579246564-469affa0-7132-4eb9-a6d9-4ac28ba86e92,604075.0,1071,142,1
1570285071235-620188ea-fb91-4cd1-bec2-a21a458afad2,42615.0,102,17,1
1481082876772-75725f6a-10d7-430a-9850-87e697d81bad,61532.0,160,21,1
1571048789474-d419ea0c-0926-4673-8d74-1f66860870db,30015.199999999997,174,55,1
1571781126851-588f5831-8056-4b33-a38c-39810e5d6234,15470.0,38,9,1
1571831326917-743424af-da2d-4778-a129-4d72697c9415,208571.3,156,25,1
1571831326917-743424af-da2d-4778-a129-4d72697c9415,122486.6,138,14,1
1572204635320-e7043541-4d08-4a9d-997d-6f049f223e41,68033.35,110,5,1
1558694073149-092da813-88f7-45db-822d-f6db30d50d55,68599.0,51,14,1
1574433586940-3d2a9b9c-fb8c-4dd6-8990-e34e4f7c4219,259247.84,1835,190,1
1574748671220-559a906f-b87e-4079-b877-1c7a0e8453b5,36757.3,690,133,1
1554580590358-77c14a90-1dbe-49c4-b83b-dde36a6fd3f1,42895.0,52,5,1
1574842681381-8faf6537-d478-44e1-a628-45b872617e75,49227.0,282,67,1
1574850020963-969c0a1c-75d2-4687-9e8f-d9a2d1201e9a,65665.0,265,31,1
1571246571363-80681c98-3c08-4b92-a609-d64068538b26,81846.0,312,81,1
1575019208500-b9fff83d-0e00-4dbb-a0c7-22b0eba8699e,31689.5,156,51,1
1574945653820-0ce08dd1-32d4-49e8-86d6-80fcaea88d60,560578.1699999999,870,230,1
1574945653820-0ce08dd1-32d4-49e8-86d6-80fcaea88d60,432531.0,736,138,1
1575273130653-94699139-b883-4bc0-826c-2c8d7ab4861a,97490.0,365,45,1
1575383445704-1353a134-e0ec-4aa3-8096-013e3333f174,133927.76,5003,734,1
1575321671573-522838b5-f926-4df4-ab55-f730469f1938,336709.32,1572,901,1
1558669835797-1ba7b2b9-9da4-43c6-a67c-48661910c8c3,76150.0,365,52,1
1559909555978-0826902e-f2f3-47d4-b464-23499498a859,92595.0,550,65,1
1560355002287-4e457777-c077-4140-ac1d-4fa0ef86a801,54625.95,217,205,1
1553615597046-9b181488-e624-4307-8e0c-c647cad9663f,74837.0,509,140,1
1561293870764-3ac91500-33be-4ac1-9dde-a3e2610190a5,26395.0,64,13,1
1563121761915-a53d3906-e94b-408f-a2d6-a4df2cedb082,154919.0,362,132,1
1563791363897-5e5d84ba-a5b2-4679-ac90-1bf723437870,417902.0,3294,1489,1
1564425304580-ecff3f19-ee0d-4bdc-a23b-cfffae7c6f89,108233.0,461,67,1
1564996027464-7a66902b-eaaf-4745-8799-56dd7a087932,2300384.31,5892,702,1
1564982959182-386d4200-181a-4b5b-a1b1-326c59801047,24643.0,67,20,1
1565602997815-f739ce46-abc4-4338-a042-3c8a98242807,449378.0,1383,170,1
1568141657390-05bdb92d-cd17-43bf-acd3-b0c51008658f,300882.97,1181,89,1
1568732661266-a22a726c-cb9c-424c-9ddb-f14f99eec7e9,60787.0,283,46,1
1568384929956-8d724b79-0bd0-458f-9b6a-854a6316b04b,108624.9,951,319,1
1537599441929-c8df6775-7fcb-4533-9358-044b90abea86,36105.0,93,9,1
1570524460459-7d9e60b0-b27e-4fb6-8515-692ca0e40180,20696.0,200,251,1
1571139460065-56f6ac92-4046-414b-a3fb-fb1fa03f7590,44029.5,420,151,1
1553497676934-8778f90c-8418-465b-a7de-e851f270e657,143804.27000000002,788,283,1
1572649599544-b6811cab-c754-4afd-9678-3063bfa150ca,15364.0,77,30,1
1570279457321-83e20ed4-8e9f-44c9-a66f-8a0c92dc1e3a,69714.0,163,24,1
1526584572835-ec3122da-6167-428a-a064-56aa5f3ec142,313544.9,456,88,1
1574413743478-cbc74fdd-efe5-4a78-abbe-0cd59a0f0e5f,79107.81999999999,1051,80,1
1574444366587-26dc9d35-c76f-4d47-849d-77fa019844f1,525372.29,252,83,1
1520801970995-9956d864-e379-469b-9044-0851d2c7afc8,86712.0,49,0,1
1574834023383-42acdc14-c3c3-4102-80db-402d9a56ba49,7695.0,48,24,1
1575020214555-f9870c27-bc74-4ef5-94ab-098be9c1a196,38909.0,97,17,1
1575114180655-2b765fda-6546-4768-a336-205d89896feb,16624.5,122,10,1
1575039649274-afcf534d-8955-4d01-b8f1-dc562ccfe409,25867.0,450,32,1
1572445465065-756962e6-67e6-40fa-a443-99b3ec91c3af,234621.47,2464,1012,1
1566913832048-f7a8911c-6060-483c-9a1e-a7f12d2869b9,65023.05,508,154,1
1568292121943-93f3b36b-6941-422e-9559-78ade54899e9,10434.0,162,100,1
1553093179577-11e7ea28-5288-4a93-b537-4ea7e8b86f27,95265.0,231,100,1
1485973859878-fb97439e-5259-40e8-b94c-0c3b373a2d3a,67176.5,162,35,1
1571176973281-bbce8305-a9ca-4adb-9ddf-561f652a2729,80592.0,576,232,1
1571176973281-bbce8305-a9ca-4adb-9ddf-561f652a2729,41278.0,322,156,1
1557293665429-b5b9d482-5b68-47a4-88c0-697a400d54de,29605.21,13,5,1
1571945425029-98fbd28c-d434-47e2-9124-a39d3bee1304,92175.0,824,220,1
1572183047227-223a14d9-4122-4b36-a0b9-c0d2cf66ca0f,40090.0,116,25,1
1571419856293-611c2ae7-b937-4758-8770-2f8a486ecde7,22408.0,74,37,1
1573565468964-7c5947d6-fa8a-408f-8e52-eed72ebfb9f3,30511.6,127,13,1
1573623685838-94c9d287-7405-4136-84b0-10824e9d2899,38554.0,25,10,1
1573654302917-9021fd48-8068-4d89-88a9-7145363c3e08,15045.0,53,17,1
1573653742960-29e44e09-aba4-470a-ae07-f44b343a158c,115367.25,263,44,1
1573799371635-f6f6d3b8-0dcb-45f1-a69f-24ce29566956,464742.04000000004,3124,3374,1
1573799371635-f6f6d3b8-0dcb-45f1-a69f-24ce29566956,306236.0,1096,1144,1
1573799371635-f6f6d3b8-0dcb-45f1-a69f-24ce29566956,464742.04000000004,3124,3374,1
1573799371635-f6f6d3b8-0dcb-45f1-a69f-24ce29566956,306236.0,1096,1144,1
1574712793390-d8b754bf-56cd-4f92-a9de-bbff8d727dd5,39340.0,38,15,1
1574845190392-4755cff1-4342-4268-8daf-aea7ca293329,247910.0,231,75,1
1572971005518-bd138e44-3a00-4945-b861-5409d21c6f2e,43789.950000000004,126,21,1
1574846592761-2e30bd82-99b0-4698-99fe-b68b8e4c7eeb,26778.0,72,10,1
1574949136932-835c1fdf-2d12-415d-be51-c6b01709a5bd,81261.0,421,222,1
1573111694949-775b2805-c799-44b4-9053-d4a3d7920661,63002.0,162,17,1
1575354444380-07203c8d-cf9e-4734-af2d-83cf124ba985,17010.0,37,10,1
1575962633215-adbb5624-02c4-4e86-a29d-1218ef9947e0,12864.0,52,42,1
1575644145637-0de4cb88-a9b6-446e-b6bf-b8b5dbccaf77,107572.76000000001,795,348,1
1576655360556-6fa63eb0-1e39-4b21-a9f4-7bdb12d06dd2,240029.0,947,284,1
1577703693963-695678bf-1244-47c8-945d-58ecd6c7e605,49478.0,37,20,1
1563788162414-c375bacd-0412-4540-bf40-75bd9a8f609a,33521.0,111,15,1
1564573138313-771adee4-d8cb-4f2b-a511-973fc7f2927b,65850.0,227,140,1
1563887971558-b77e0348-1f6a-4fe1-953b-7c19e6464ac1,82140.0,244,35,1
1566405127020-a0378579-9277-4805-b858-d6df8c2baf38,109944.0,895,747,1
1566387299134-f755ad89-1f46-499c-956a-3d23b1eb13e6,81244.22,1235,312,1
1567425836614-e3724317-3cad-47b7-8cfb-1a364930fab7,201698.0,231,26,1
1569270540932-b4b2a896-1a24-4aa3-b973-b72102bc58a4,222335.43,666,47,1
1569832822097-388980eb-a19a-4fe4-8588-cbecf86faaf5,12760.0,105,34,1
1569858049849-bc8b8795-ef88-44c4-8991-53e027f65163,52647.22,162,31,1
1570456360050-9dc938e8-ab72-4132-9d1b-e663f477086f,32385.0,71,4,1
1570978375480-5b27f7eb-ca82-4638-9782-1cdac6be3f9f,39195.0,124,62,1
1571656588608-0dab11b4-fd59-4f66-bc59-7bd86a00c387,65812.25,224,51,1
1572340785932-cca87cae-6030-4dd7-bb61-9236798472e7,242930.0,66,7,1
1572594428523-b4ad4bf1-17bb-4779-aa58-fbf3d8d6c2e7,2418627.7,9617,2281,1
1569357985327-3cfe3add-bbaf-4b44-95fa-4c792d47b25e,79639.0,610,365,1
1568365955609-6dd592c1-edb2-40c2-8e9f-4383bbc2834d,89616.9,1537,306,1
1573721358155-9b53b3d7-939e-430f-9075-45ea6fa44729,10198.0,43,1,1
1574008692112-70c90ce7-9733-4f6b-a91a-3c650e8c314d,126164.0,1086,893,1
1574439934932-669a0a86-a417-413b-8531-78a2e950304e,157127.0,302,28,1
1574439934932-669a0a86-a417-413b-8531-78a2e950304e,200395.36,391,29,1
1574666939087-1a7f53f6-7091-4cf8-9633-33f3f4fb78fb,45209.0,72,10,1
1574770900821-ccfd8125-1c0a-46a8-94bf-8921bec4d268,25456.5,390,89,1
1574773699924-1c92d8cd-c0ce-46fb-b7e7-ac1bb8eddb10,59718.0,132,14,1
1574800595838-c822e7c9-a3ef-4154-8e4d-4a1ba76c2462,74200.0,69,12,1
1575122206296-0210dc23-3a3a-4d4f-8d6c-e8431245b815,65375.0,772,189,1
1575223886376-79071271-5581-407b-aa47-2e1363f51ca1,164691.44,1348,832,1
1575990761536-eb9d3046-4737-480d-95e2-6aa2e9b466d3,31315.0,211,68,1
1575275100782-a7c05589-55ae-45fc-80bd-739e801903fc,26580.0,97,24,1
