txn_vol,accepted_txn,failed_txn,capital_granted
36234.13999999999,278,137,1
797.0,5,3,1
91669.05,1239,531,1
32484.49,151,32,1
120241.0,154,36,1
45597.0,119,6,1
235194.89,1200,547,1
142990.0,192,68,1
211969.0,970,476,1
60763.85,89,11,1
66400.0,171,11,1
148363.0,1284,178,1
34059.0,92,11,1
94427.29,478,72,1
271380.0,1497,470,1
18000.0,27,0,1
18315.0,43,8,1
58255.5,145,27,1
260038.0,1968,326,1
120682.0,313,24,1
65231.0,204,36,1
56365.08,36,7,1
368012.0,1094,210,1
104896.23,439,34,0
14020.0,46,2,1
150945.0,204,45,1
44425.0,249,91,1
154702.0,233,27,1
134209.0,253,40,1
402637.55,136,20,1
59027.0,354,56,1
69285.0,106,23,0
76420.0,648,84,1
90627.18,2179,617,1
247528.36,318,43,1
65121.0,130,32,1
104637.0,80,17,1
30090.0,36,9,1
53722.0,202,29,1
156951.0,987,76,1
35766.0,82,46,1
1350037.0,455,62,1
105162.5,59,3,1
164749.69999999998,1438,333,1
59213.0,75,38,1
55503.61,432,169,1
60340.0,42,9,1
25075.0,70,9,1
154157.99,520,128,0
36780.0,102,10,1
24712.0,14,2,1
62955.0,593,136,1
10321.5,39,3,1
53556.420000000006,617,61,1
24625.0,70,5,1
26754.0,55,6,1
19992.0,282,25,1
180436.88,884,128,1
59130.0,201,58,1
25210.0,75,24,1
23008.81,28,1,1
37300.0,55,8,1
154919.0,362,132,1
48599.75,101,32,1
77025.05,56,12,1
24220.0,152,17,1
80466.0,309,81,0
178442.8,188,19,1
107720.0,94,24,1
61900.0,25,0,1
114738.0,276,63,1
56080.2,373,27,1
38642.0,24,11,1
66650.0,382,191,1
54726.2,423,274,1
176092.84,1026,91,1
29852.0,167,32,0
193757.18,579,153,1
72101.05,353,125,1
140026.3,1262,539,1
460057.98,1038,90,1
138323.0,278,17,1
76022.0,661,157,1
39340.0,18,2,1
34192.98,28,0,1
59045.0,167,14,1
737862.2100000001,4687,620,1
55885.0,82,29,1
1280.0,4,0,1
35180.0,67,15,1
277261.14,98,14,1
191286.0,306,36,0
133640.0,67,16,1
24006.5,144,9,0
61824.0,90,16,1
22805.0,328,41,1
14335.0,39,15,1
37712.0,41,4,1
165936.0,817,272,1
18150.0,44,30,1
42919.55,369,50,1
75430.0,48,5,0
107690.0,250,25,1
91145.0,160,16,1
12670.0,231,57,1
29347.220000000005,95,42,1
256386.2,433,128,1
93135.16,1364,142,1
127334.18,337,69,1
181081.11,426,39,1
67939.0,45,19,1
26760.0,122,59,1
81890.0,112,18,1
39707.0,109,9,1
37328.380000000005,182,32,1
115935.0,829,317,1
20687.4,93,17,1
17295.0,121,20,1
132574.4,1242,341,1
108624.9,951,319,1
141691.0,686,314,1
86712.0,49,0,1
29152.5,477,67,1
198057.98,542,64,1
432069.37,1891,227,1
91544.15,134,25,1
786790.3,868,407,1
92422.3,1440,230,1
37105.0,73,32,1
940976.45,2544,561,1
980992.85,3652,461,1
361524.5,525,114,0
50725.5,136,58,0
81890.0,112,18,1
31732.0,162,49,1
404860.0,214,36,1
84086.8,201,57,0
39226.0,802,127,1
216717.68,90,14,0
231714.12,2047,257,1
9760.3,139,36,1
588197.6500000001,1897,234,1
231045.3,2590,502,0
89278.0,345,153,0
112803.28,1213,430,1
68141.40000000001,14,14,1
15300.0,36,8,1
229235.79,495,110,1
54829.99,240,28,1
197534.5,281,22,1
11196.48,576,150,1
122042.0,801,359,1
39340.0,38,15,1
46686.7,312,78,1
159411.02000000002,600,284,1
26435.0,79,23,0
8940.0,33,7,1
130084.22,222,39,1
74642.5,175,8,1
272055.0,305,26,1
58620.0,154,44,1
2300384.31,5892,702,1
118423.61,3530,1535,1
40797.0,872,232,1
130448.82,835,97,1
199699.0,1518,218,1
58355.5,594,66,1
46596.32,69,8,1
111618.77,56,25,1
301092.0,233,38,0
47190.0,134,21,1
130633.7,593,45,1
331509.0,1381,2517,1
30015.2,174,55,0
203959.0,474,81,1
52828.0,175,12,1
778483.0,12,9,1
205180.0,961,178,1
64971.0,525,51,0
129435.0,222,18,0
33019.130000000005,258,148,1
119875.75,1061,104,1
420799.0,310,72,1
23125.86,70,23,1
186254.0,185,40,1
56295.0,195,21,1
320216.08,1721,547,1
34444.0,64,35,1
96485.0,208,72,1
334758.88,113,12,1
42751.0,114,22,1
22405.0,222,90,1
171174.0,121,39,1
14100.0,38,2,1
161935.0,355,23,1
68920.0,125,12,0
112120.0,104,8,0
185906.0,308,89,1
138800.0,75,11,1
34180.0,125,39,1
70414.5,564,51,0
27230.0,81,28,1
286781.52,1838,583,1
58522.5,226,47,1
28920.0,55,12,1
17435.9,35,25,1
62523.81,353,251,1
168362.93,70,10,0
25985.0,28,11,1
115750.0,791,216,1
239487.39,737,99,0
65366.0,615,472,1
28676.0,290,85,1
40701.4,84,16,1
388542.35,1050,139,1
144594.0,1088,250,1
21944.210000000003,165,35,1
248321.0,1843,690,1
242053.14,117,20,1
36930.0,369,29,1
895621.6,214,37,1
79305.0,175,6,1
41308.94,268,51,1
21178.0,45,9,1
120788.0,240,42,1
13816.0,102,44,1
42840.0,143,60,1
403546.66,4098,2152,0
25192.0,175,60,1
186567.62,168,16,1
191160.0,772,514,1
21796.0,138,40,1
51405.0,101,17,1
62562.5,743,96,1
17229.95,216,31,0
125210.0,325,69,1
156284.05000000002,73,15,1
26740.0,81,22,1
108233.0,461,67,1
48492.0,84,20,1
154222.0,2093,288,1
24583.0,75,13,1
14069.0,144,19,0
100799.83000000002,188,94,1
509962.16,97,14,1
109975.14,835,106,0
44886.11,159,17,1
762790.45,2605,505,0
251124.0,1952,496,1
35780.05,71,26,1
12224.0,247,57,1
270305.88,2488,760,1
89320.0,93,19,1
28400.0,13,8,1
1596732.7300000002,3575,969,1
8350.0,16,7,1
59625.0,169,29,1
37725.0,127,17,1
14243.04,76,50,1
241615.0,458,48,1
354555.0,705,79,1
102482.92,703,460,0
66461.0,155,21,1
358573.8,517,150,1
20452.5,56,23,1
15088.0,148,32,1
50646.99,154,64,1
75780.0,139,16,1
151377.09,1599,165,1
26580.0,97,24,1
27280.0,190,83,1
531153.81,646,117,1
38271.0,93,25,1
256482.0,184,48,1
37176.0,68,7,1
19923.75,150,53,1
47940.0,306,74,1
103375.0,195,24,1
57034.0,380,360,1
567949.3,7329,1694,1
17341.0,27,2,1
143056.05,591,242,1
92130.0,40,25,1
119027.6,261,82,1
80375.0,545,280,0
409984.23,1121,468,1
41575.0,72,41,1
61389.99,751,348,1
149114.0,812,100,1
8802.0,217,50,1
117959.05,509,151,1
155557.0,1156,380,1
77095.0,502,71,1
46175.5,216,31,1
20140.1,194,110,1
2207577.5,6765,840,0
75676.39,41,6,1
691984.8,5513,466,1
59951.5,586,253,1
147704.3,1032,523,0
39512.0,589,139,0
80163.54000000001,310,62,1
133927.76,5003,734,1
58860.0,141,39,1
79699.0,656,42,1
61949.55,71,7,1
61165.0,116,23,1
12180.0,62,19,1
121880.0,176,43,1
36395.0,262,22,1
202433.6,738,208,1
13525.0,35,19,1
108583.9,109,31,0
43448.0,98,46,1
57789.33,2652,289,1
40360.65,24,6,1
55095.0,228,51,1
79634.0,1279,105,1
34232.0,74,21,1
24643.0,67,20,1
154230.42,153,28,1
14486.0,97,89,1
22408.0,74,37,1
170178.5,1176,770,1
54811.0,572,201,0
567532.0,877,118,1
47598.4,378,114,1
126226.5,961,289,1
12540.0,39,3,1
44889.8,309,55,0
399860.0,146,29,1
249697.30000000005,2294,346,1
72778.0,176,31,1
69396.0,500,103,1
134190.0,102,34,1
94654.85,284,51,1
192178.0,1324,267,1
138885.0,214,14,1
37808.0,130,36,1
133930.0,57,8,1
231730.55,1012,404,1
22885.0,46,15,1
55280.0,61,10,1
47964.0,119,24,1
137840.65,1616,590,1
21665.0,17,3,1
30676.8,106,32,0
171163.0,503,87,1
64524.0,161,44,1
68599.0,51,14,1
81486.43,111,7,1
35915.0,144,13,1
35540.0,149,10,0
123378.98,75,8,1
106611.0,528,27,1
65455.0,846,233,1
19464.0,90,32,1
167492.0,66,8,1
26511.5,124,82,1
27391.0,273,77,1
1596732.73,3575,969,0
83891.0,184,4,1
1156090.66,6040,3216,1
41779.0,217,45,1
13440.0,33,3,1
16255.0,56,3,1
134760.28,232,34,1
57598.0,161,68,1
32862.9,226,56,1
73857.3,152,45,1
19505.5,75,28,1
311458.61,1303,223,0
64929.83,401,114,1
21677.0,76,18,0
115865.52,1038,471,1
728316.65,4764,194,1
203472.1,2857,969,1
281920.9,602,227,1
339877.23000000004,303,78,1
84098.0,538,79,1
7624.0,70,43,1
371868.55,1612,413,1
37820.0,259,83,1
119237.5,54,7,1
1435207.2,4963,1683,1
389684.0,2186,1282,1
232630.0,423,72,1
193228.91,1271,159,1
51685.6,1220,129,1
195311.6,1168,161,1
4860.0,20,4,1
39840.0,271,17,1
866194.0,6920,4274,1
174570.0,150,25,1
59718.0,132,14,1
205448.0,792,43,1
38241.0,237,229,1
8750.0,70,7,1
39329.0,76,15,1
231686.0,80,26,1
258983.0,2297,148,1
27405.0,96,10,1
53800.0,46,7,1
58589.5,848,206,1
84846.0,1049,517,0
102575.0,89,22,1
582156.74,2771,717,1
141912.25,531,67,1
17035.0,157,13,1
270502.05,1346,204,1
41129.91,596,126,1
71303.0,200,66,1
70910.0,88,38,1
89038.0,457,145,1
90098.66,915,491,1
98693.0,1174,163,1
96408.98,216,29,1
85299.0,474,177,1
29860.0,55,25,1
25352.5,83,1,1
278719.9,917,206,1
20266.06,22,2,1
20590.5,198,82,1
23320.0,45,0,1
19700.0,151,27,1
19130.0,78,10,1
8346.73,37,3,0
2014631.88,2442,308,1
18482.0,47,35,1
1300579.6800000002,1192,128,0
139089.2,311,69,1
57771.09999999999,84,16,1
100452.0,135,23,1
44159.0,105,21,1
269365.0,341,69,1
34679.0,327,92,1
54625.95,217,205,1
34347.07,274,174,1
113811.75,389,112,1
131755.0,644,127,1
48740.0,144,42,1
810.0,9,1,1
66455.28,938,129,1
45410.0,56,18,1
95784.0,240,41,1
21865.75,48,2,1
18083.8,296,149,1
612732.7599999998,2544,202,1
61670.52,564,393,1
477435.55,198,46,1
13850.0,31,18,1
11137.0,33,6,1
280105.35,1160,228,1
42167.0,234,41,1
13850.0,43,1,0
89027.89,272,13,1
375071.5,318,67,1
40180.0,143,19,0
69714.0,163,24,1
51385.5,123,7,1
386863.7,1215,221,1
33325.0,280,142,1
23783.33,337,213,1
138129.15000000002,263,43,1
315026.0,3230,1050,1
187729.88,1590,517,1
91755.0,186,97,1
287885.0,738,126,1
250111.1,2214,1004,0
308400.0,2124,278,1
62199.5,507,61,0
174020.0,199,9,1
140076.0,1382,548,1
36122.0,324,276,0
86702.0,706,165,1
87547.0,161,26,1
12937.5,22,16,1
132604.5,32,16,1
23315.0,54,6,0
41024.8,375,43,1
712659.5,1094,138,1
114179.44,1238,1176,0
68886.43,589,371,1
31689.5,156,51,1
28244.0,73,11,1
80717.88,498,632,1
29821.0,137,98,1
52859.45,81,13,1
139705.0,82,27,1
66778.0,197,47,0
477169.29999999993,1508,210,1
55860.0,98,44,1
51774.28999999999,419,25,1
218864.0,13,2,1
38600.0,13,2,1
94040.1,35,5,1
12627.0,428,118,1
223778.0,1434,726,1
17345.0,120,40,1
18220.0,68,4,1
208440.0,546,38,1
126803.86000000002,1098,30,1
129555.36,108,34,1
122999.0,79,22,1
32528.0,1032,177,1
182847.0,793,463,1
17510.0,191,81,1
45898.0,404,136,1
221578.6,305,30,1
32321.0,570,135,1
77520.0,546,117,1
36950.0,108,26,1
765500.56,7304,1824,0
44682.3,672,109,1
63347.0,243,26,1
109944.0,895,747,1
22025.0,40,5,1
279319.93,605,41,1
46967.02,310,124,1
246005.49,740,98,1
259247.84,1835,190,1
221545.5,312,71,1
9950.0,35,16,1
18275.0,54,20,1
55546.0,453,124,1
22674.0,159,55,1
115108.08,917,214,1
230840.0,684,41,1
293199.0,1108,65,1
26955.0,268,122,0
50030.0,55,20,1
100457.5,116,11,1
100680.25,92,8,1
31772.0,69,7,1
28726.0,41,10,0
35597.0,87,6,1
407730.0,84,21,1
352406.0,3055,1214,1
65697.0,2346,166,1
33500.0,109,20,1
23298.3,102,24,1
51810.6,415,42,1
21075.5,42,2,1
98471.83,807,170,1
24705.0,227,12,1
284179.9,236,46,1
42950.35,26,5,1
47385.0,73,13,1
133280.55,618,187,1
214139.86,1936,386,1
85037.5,48,13,1
109434.0,366,40,0
425344.6,7928,1672,1
19783.0,165,60,1
248143.36,2355,1330,1
50113.0,207,57,1
15560.0,47,11,1
56479.89,580,191,1
93710.0,344,82,1
11775.0,37,10,1
160915.16999999998,141,9,1
123450.0,149,40,0
123308.0,520,190,1
12360.0,61,26,1
397577.55,746,57,1
61799.5,844,131,1
140890.0,132,49,1
75955.0,39,10,1
51680.4,159,48,1
31970.0,82,28,1
14011.0,51,14,1
38470.0,454,90,1
229208.0,972,132,0
156970.0,48,8,1
68700.0,170,30,1
58782.44,884,121,1
112499.85,468,112,1
555162.3200000001,4288,1824,1
167616.93,149,13,1
37023.31999999999,42,23,1
24571.64,419,72,1
133416.09,219,74,1
15704.11,138,60,1
54151.0,663,222,1
173220.0,358,18,1
19941.9,40,2,1
114725.0,752,170,1
2453798.0,3435,380,0
363527.0,580,230,0
113593.73,114,30,1
28114.0,330,22,1
25375.0,96,9,1
27940.0,35,9,1
65404.0,69,15,1
57440.0,174,25,1
61844.0,176,160,1
302457.48,1368,492,1
100056.02,162,4,1
86365.1,450,155,1
81217.8,287,28,1
215710.0,902,82,1
16932.0,179,234,1
154699.18,1325,446,1
180213.75,176,42,1
9307.0,158,34,1
81244.22,1235,312,1
93520.0,515,153,1
105626.0,1004,284,1
20326.0,24,15,1
1554238.34,416,82,0
6810.0,69,8,1
54376.0,42,5,1
210638.0,778,71,1
6587.0,129,22,1
35638.0,152,68,1
79181.5,168,33,1
27457.0,256,97,1
14226.0,72,37,1
73817.5,264,32,1
20919.5,291,34,1
215744.4,677,54,1
74682.0,585,77,0
178719.97999999998,1459,643,1
12470.0,39,4,1
33940.0,250,10,1
361660.0,205,63,1
102395.0,175,29,1
45300.95,113,18,1
334122.94,1876,173,1
38982.0,669,29,1
651730.46,3079,897,1
57547.1,328,524,1
508114.52,3858,1856,1
52940.0,96,14,1
248539.35,246,45,0
542376.56,5172,784,1
67080.0,748,260,1
36286.55,415,285,1
71460.0,188,29,1
128225.0,160,5,1
37550.0,99,11,1
54189.99,69,17,1
36087.92,187,9,1
10385.25,99,34,1
227690.0,93,25,1
103222.0,250,24,1
199121.0,1202,132,1
22273.0,214,69,1
43071.0,152,33,1
87156.9,1539,397,1
12760.55,38,5,1
129219.8,807,210,1
308340.0,2428,714,1
100020.0,228,28,1
174219.5,606,33,1
376763.0,1714,366,1
59811.2,76,15,1
159469.76,1403,522,1
94845.5,590,91,1
30640.0,100,13,1
24056.0,96,16,1
1204615.5,5520,534,1
151485.0,324,66,1
118744.80000000002,281,51,1
79027.0,569,172,1
20790.660000000003,13,1,1
39381.8,678,208,1
90695.0,138,34,1
61274.0,625,184,1
45209.0,370,111,1
97640.88,728,159,0
110480.6,2168,487,1
45209.0,72,10,1
194590.0,399,100,1
64187.99,132,8,0
218877.54,1480,175,1
9839.92,61,16,1
287502.5,672,182,1
65580.0,504,19,0
350204.0,7025,1294,1
35711.579999999994,116,18,1
79471.5,313,67,1
52440.0,140,12,1
109120.0,305,54,1
51765.55,191,58,1
50912.0,485,279,1
189251.0,223,27,1
9246.73,42,3,1
36042.0,559,143,0
41058.0,56,14,1
44376.0,156,31,1
330137.68,232,106,1
195465.32,519,50,1
22634.0,80,28,1
40204.0,209,43,1
11100.0,45,15,1
117546.0,793,279,1
164445.3,254,40,1
85480.09999999999,677,51,1
158719.5,535,39,1
50266.99,482,250,1
76557.0,233,19,0
106840.0,67,8,1
79991.62999999999,36,11,1
31315.0,211,68,1
118330.2,76,21,1
52459.28,246,78,0
198572.18,547,155,1
36085.0,224,20,1
16910.0,60,6,1
2151326.64,6993,1215,0
175481.8,3110,776,0
69621.0,476,192,1
88132.36,513,53,1
82014.8,197,24,1
208571.3,156,25,1
25983.0,146,27,1
109313.57,172,93,1
42776.0,252,18,1
16803.0,251,22,1
27680.0,37,24,1
66614.5,854,90,1
288562.96,323,68,1
233745.0,84,21,1
74700.0,178,85,1
17140.0,44,6,1
90981.35,193,62,1
476846.07,4597,430,1
43310.0,145,9,1
123784.85,380,116,1
10120.0,221,82,1
19729.0,41,5,1
73875.0,633,128,1
145456.4,620,90,1
14209.0,55,71,1
308400.0,2124,278,0
51611.0,105,26,0
69686.5,249,47,1
1314566.28,1168,112,0
75801.0,303,57,1
79107.81999999999,1051,80,1
25660.0,32,4,1
17988.0,111,124,1
386589.67,1028,154,1
181586.08,984,315,1
10375.0,41,15,1
211747.0,372,36,1
65416.55,1061,244,1
47180.0,59,4,1
96464.65,754,248,1
422153.55,560,114,1
68735.0,150,28,1
41571.0,508,226,1
33616.0,353,100,1
112055.25,73,4,1
46930.0,81,74,1
163194.59000000003,364,77,1
44746.0,120,11,1
44835.14000000001,169,68,1
99951.0,708,103,1
10210.0,27,25,1
65665.0,265,31,1
90779.01,482,83,0
11370.0,33,3,1
28685.12,29,2,1
39195.0,124,62,1
61870.0,38,14,1
53040.0,50,7,1
14720.0,52,4,1
2207577.5,6765,840,0
80416.56,362,46,1
24792.0,164,42,1
61844.0,176,160,1
156405.0,640,134,1
103825.47,1043,210,1
80630.0,181,47,1
29016.0,41,10,1
123061.8,1044,178,0
2207577.5,6765,840,0
34880.0,271,98,1
98347.31,105,10,1
93232.1,981,426,1
34809.0,107,27,1
50763.0,185,12,1
244111.89,303,71,1
205709.32,3714,218,0
133660.0,211,19,1
129884.0,399,92,0
12317.13,145,12,1
36754.0,53,9,1
39320.0,13,5,1
33521.0,111,15,1
69270.0,53,13,1
126810.16,79,16,0
153678.9,216,24,1
65876.5,345,47,0
26573.0,516,93,1
153945.0,230,60,1
274644.04000000004,279,30,0
34153.0,75,11,1
81482.0,258,80,0
82450.0,254,39,1
25911.0,255,220,1
48440.0,59,36,1
86549.44,685,118,1
195597.75,2901,514,1
35130.0,305,117,1
1597915.0,4490,426,1
139520.0,45,3,1
14380.0,192,63,1
25521.0,60,9,1
930145.0,5261,1819,1
52222.2,532,410,1
114052.99,584,116,1
1269540.0,780,174,0
241344.0,281,125,1
65852.5,89,25,1
324644.5,737,102,1
79268.3,645,142,1
12270.0,32,0,1
128610.0,624,151,1
972804.0,3358,448,1
81482.0,258,80,0
39709.0,89,13,1
217947.78,860,86,1
35810.0,152,50,1
57277.0,154,29,1
66735.0,164,46,1
48833.5,76,15,1
837660.55,503,94,1
40602.94,157,52,1
240029.0,947,284,1
114564.0,298,24,1
61230.0,419,214,1
233824.0,5138,848,1
86173.12,302,178,1
318402.0,1350,2352,0
18227.0,191,144,1
42895.0,52,5,1
23940.05,32,3,1
128950.0,151,41,1
12999.0,416,99,1
17629.0,199,128,1
20390.0,130,154,1
65850.0,227,140,1
10434.0,162,100,1
119940.0,351,144,1
22907.0,227,27,1
77540.43,51,10,1
114854.08,202,24,1
19095.5,132,18,1
74556.0,509,157,1
432049.44,1311,357,1
69922.2,405,44,1
33112.21,441,97,0
113022.0,378,42,0
24448.0,63,23,1
131980.04,1368,484,0
444182.06,4756,2610,1
77510.0,208,82,1
11850.0,92,15,1
152902.0,314,69,1
2404769.94,684,114,0
29150.0,82,0,1
41424.0,235,71,1
90243.0,972,65,1
2418627.7,9617,2281,1
31881.0,51,6,1
135961.0,750,655,1
177445.0,185,38,1
142718.0,1825,763,1
50080.0,90,19,1
38360.1,43,3,0
376763.0,1714,366,1
345088.98,519,164,1
162210.68,269,38,1
57125.1,452,186,1
22656.44,32,7,1
56705.0,579,98,1
21290.0,52,18,1
553860.0,1236,126,1
14080.0,69,43,1
1680998.4,16488,1072,0
34053.8,671,238,1
124527.5,2037,322,1
32720.0,86,8,1
46406.0,126,45,1
51904.25,174,12,1
17050.0,43,8,1
28958.0,34,12,1
715088.88,2314,405,1
17330.0,34,8,1
162499.35,1181,182,1
221070.0,1217,144,1
30420.0,267,170,1
12686.0,38,5,1
725928.0,1434,207,0
28609.84,352,24,1
74322.0,582,75,1
87068.28,112,18,1
10449.0,122,10,1
65003.0,628,30,1
73560.0,204,20,0
105947.0,261,44,1
12864.0,52,42,1
76408.0,465,228,1
92669.5,555,210,1
530150.0,3450,781,1
44970.0,85,7,0
18124.0,134,63,1
39643.0,448,40,1
564630.0,1138,70,0
61387.55,515,327,1
2014631.88,2442,308,1
56034.11000000001,324,49,1
636234.55,1908,230,1
28735.69,247,46,1
13563.5,184,51,1
127805.55,152,13,1
166015.0,103,32,1
57653.0,633,75,1
89391.0,1106,195,1
63603.19,309,38,1
228452.99,1097,46,1
170543.88,1283,341,0
21338.0,127,97,1
31704.0,296,117,0
30065.0,29,6,1
30012.0,165,97,0
103018.0,590,72,1
146932.0,361,51,1
36757.3,690,133,1
43314.0,327,134,1
73685.0,233,2,1
39698.45,238,43,1
27587.0,18,10,1
47656.68,569,394,0
100766.0,1064,153,1
2455888.0,3420,385,0
499412.36,143,60,1
190706.2,1312,178,1
931008.44,3521,604,1
522272.0,1962,203,1
1933750.0,403,144,1
1188586.9500000002,2959,302,1
98945.0,153,225,1
122300.0,208,42,1
35990.3,162,5,1
2502993.0,3440,370,0
12650.0,41,5,0
41396.0,473,94,1
22830.5,156,78,1
36325.0,122,13,1
214660.0,148,46,1
56920.0,37,10,1
367908.0,710,110,1
473813.55,1760,162,1
37718.0,158,28,0
92614.5,80,22,1
206683.99,1211,120,1
201488.35,678,62,1
190781.0,319,136,1
48810.0,78,17,0
81968.39,32,5,1
13329.0,143,60,1
40815.0,50,5,1
88588.0,206,16,1
189005.15,852,88,1
378914.22,1667,968,1
24180.0,31,12,1
26497.66,249,98,1
133735.0,285,78,1
123826.0,431,162,1
23662.0,324,62,1
921570.0,404,98,1
43287.5,84,13,1
15920.0,118,11,1
176892.99,246,31,1
31035.0,249,150,1
188411.6,1169,428,1
111090.0,273,30,1
93095.0,757,133,1
114261.0,563,78,1
69163.5,218,35,1
63961.75,312,53,1
149328.0,1199,418,1
77795.5,403,525,1
18276.0,68,16,1
762577.95,2605,490,0
113189.18,89,18,1
11435.0,180,21,1
13800.5,175,41,1
283799.96,741,152,1
138589.0,1035,634,1
11215.0,60,9,1
30047.0,72,8,1
16531.0,240,116,1
42615.0,102,17,1
52486.28,534,23,1
681835.7200000001,2945,284,0
177578.5,287,123,1
90965.0,276,65,1
160059.5,240,7,1
17292.45,218,50,1
134280.0,880,255,1
152727.74,87,20,0
28456.0,176,76,1
95928.9,646,113,1
288409.5,1521,128,0
91322.0,640,397,1
9440.4,56,13,1
32367.54,213,152,1
11150.0,90,23,1
10693.0,208,32,1
99226.0,119,14,1
35518.0,102,14,1
81584.5,418,65,1
9565.0,21,2,1
33080.05,70,26,0
51313.560000000005,207,27,1
72150.0,344,30,1
124637.5,387,61,1
151391.0,446,218,1
16210.0,105,27,1
384424.0,3174,733,1
1434632.0,2466,428,0
148703.5,270,224,1
135850.56000000003,335,62,0
116971.0,492,218,1
46080.0,130,6,1
12040.0,19,1,1
937997.16,962,208,1
43002.97,513,79,1
117910.0,384,72,0
108438.08,832,131,1
135940.0,290,70,0
85887.14,423,108,1
55198.0,151,15,1
51546.0,156,8,0
55020.0,442,213,1
671264.0,232,129,1
86508.7,388,32,1
36660.0,233,46,1
153945.0,230,60,1
73118.0,70,28,1
402760.0,413,112,1
22200.0,48,37,1
57491.6,193,19,1
343792.5,80,8,1
40990.0,140,12,1
134428.6,1060,406,1
24405.0,41,4,1
373141.53,2799,1070,0
141912.25,531,67,0
20795.0,121,33,1
15050.0,42,6,1
16560.13,147,27,0
72812.76000000001,310,40,1
37981.0,102,11,1
189904.31,3358,191,1
42776.0,252,18,1
48434.0,138,18,1
176952.0,2212,380,1
21455.0,232,198,1
34374.0,907,144,1
12865.0,54,19,1
33430.0,310,79,1
108837.39,452,141,1
15263.0,140,108,1
38450.0,33,9,1
15810.0,45,15,1
30098.0,93,3,1
54983.16,302,47,0
196762.16,1089,195,1
417902.0,3294,1489,1
134998.0,3322,342,1
23350.0,41,2,1
289806.6,278,58,1
50820.0,459,126,1
58850.0,153,40,1
30012.0,165,97,1
100215.0,167,33,1
65375.0,772,189,1
42030.0,313,90,1
10258.0,27,13,1
107572.76,795,348,1
14998.0,20,14,1
45416.67999999999,751,170,1
33750.0,71,9,1
40941.0,59,3,1
47616.4,258,64,1
26333.5,277,73,1
32180.0,148,34,0
56907.71,268,54,1
61303.5,1143,206,1
57977.8,729,110,1
182726.6,1568,211,1
622344.8,2694,147,1
38047.42,49,5,1
48651.0,329,64,1
22600.5,125,71,1
326084.48,302,58,1
71670.0,998,122,1
20571.0,41,4,1
148170.0,204,22,1
197627.0,36,11,1
177515.0,358,59,1
40520.0,286,18,1
15850.0,55,1,1
35150.15,203,30,1
317193.0,667,67,1
17010.0,37,10,1
11580.0,36,16,1
92162.63,351,117,1
30845.0,339,218,1
72180.65,608,195,1
39624.0,94,28,1
42795.0,315,214,1
26634.0,294,90,1
18730.0,79,34,1
180334.13,1742,163,1
104851.92,722,468,1
31561.54,229,17,1
81600.0,260,28,1
2151326.64,6993,1215,0
1312475.6800000002,1208,128,0
8917.0,71,44,1
260758.5,963,89,0
82119.0,133,27,1
6439.0,125,22,0
110791.0,1062,103,1
158513.0,194,12,1
136799.99,214,82,1
260234.0,1823,262,1
126409.7,1112,743,1
130366.2,229,14,1
26911.18,87,22,1
51744.5,47,21,1
175623.45,579,72,0
151226.0,1195,425,1
963855.28,3674,418,1
53961.0,474,54,0
10733.0,90,17,1
364120.0,1660,1022,1
10390.0,120,43,1
32512.22,74,32,1
167347.27999999997,946,26,1
49515.0,180,30,1
19718.0,160,21,1
48465.0,109,14,1
87973.29000000001,859,457,1
128040.04,398,27,1
368996.52,537,69,1
160571.0,380,66,1
421022.8,932,266,1
125344.08000000002,791,576,1
15577.0,453,69,1
824928.66,3091,326,1
473596.0,809,182,1
21832.0,591,126,1
90644.0,115,31,1
38526.0,94,7,1
39643.0,448,40,0
23580.0,44,6,1
23294.0,215,141,1
28892.68,295,83,1
279418.01,3312,918,1
202159.0,796,106,1
50357.46000000001,532,421,1
170657.71,82,32,1
12573.2,41,12,1
248431.09999999995,350,80,1
60787.0,283,46,1
33094.19,83,17,0
67915.5,377,48,1
61329.1,704,200,1
206581.54,1973,509,1
544270.0,3411,790,1
211191.5,2361,1009,1
158832.66,155,21,1
118745.0,192,19,1
80216.75,379,41,1
68920.0,125,12,1
82208.0,50,9,1
368713.03,906,215,1
52112.0,32,12,1
66249.5,131,12,1
8670.0,79,23,1
142959.0,111,24,1
153456.0,243,10,1
104938.4,103,10,1
974446.04,5164,1868,1
67180.0,200,95,1
63002.0,162,17,1
25626.0,125,64,1
135068.16,751,100,1
31063.5,66,19,1
17822.0,159,48,1
84145.0,48,0,0
125025.2,978,144,1
44866.0,259,200,1
125008.0,379,177,1
19842.0,67,10,1
38452.0,315,179,1
57074.0,450,378,1
90903.0,94,7,1
751828.06,5640,2158,1
26173.0,79,4,1
48916.0,108,14,0
26410.0,113,16,1
104406.0,403,83,1
94433.0,300,67,1
260592.68,1440,326,1
16762.0,46,16,1
3968077.0,14325,1110,0
29141.800000000003,339,203,1
9730.0,30,4,1
2477012.95,1001,148,1
569856.0,3210,150,0
765500.56,7304,1824,0
17826.0,21,13,0
352790.23,1012,343,1
1195707.0,5795,4010,0
429081.0,9174,1096,1
289268.91000000003,1106,207,1
509560.2,2786,830,1
68698.0,60,2,1
1165605.0,507,76,1
167380.0,434,112,1
19324.0,74,14,1
77597.84,170,169,1
